,CUST OCCU,SALARY,BPKB NAME,Harga Motor,SPOUSE SALARY,BIRTH DATE,ANGSURAN,GROUP OVERDUE DAYS
910,BURUH/PRT,3500000.0,SAME,7900000,2500000.0,31,629000,a) LANCAR
911,PETERNAK,4500000.0,SAME,14700000,,23,1069000,a) LANCAR
912,SOPIR/PENGEMUDI,2500000.0,DIFFERENT,11800000,2500000.0,29,362000,a) LANCAR
913,PEGAWAI SWASTA,2500000.0,DIFFERENT,4500000,,27,308000,a) LANCAR
914,JASA,3000000.0,DIFFERENT,7600000,2500000.0,42,354000,a) LANCAR
915,PEDAGANG,3000000.0,DIFFERENT,14200000,3500000.0,40,502000,a) LANCAR
916,PETERNAK,2500000.0,DIFFERENT,6000000,3500000.0,47,454000,a) LANCAR
917,BURUH/PRT,2500000.0,DIFFERENT,7900000,3500000.0,36,416000,a) LANCAR
918,PETERNAK,3500000.0,DIFFERENT,11600000,,25,629000,a) LANCAR
919,PEDAGANG,3500000.0,DIFFERENT,7800000,2500000.0,30,904000,a) LANCAR
920,JASA,4500000.0,DIFFERENT,11700000,2500000.0,27,375000,a) LANCAR
921,GURU/PENDIDIKAN,3500000.0,DIFFERENT,10900000,2500000.0,33,520000,a) LANCAR
922,JASA,3500000.0,DIFFERENT,12100000,3000000.0,26,502000,a) LANCAR
923,PEDAGANG,3000000.0,DIFFERENT,12300000,4500000.0,42,475000,a) LANCAR
924,BURUH/PRT,2500000.0,DIFFERENT,10700000,1500000.0,50,401000,a) LANCAR
925,PEGAWAI SWASTA,2500000.0,DIFFERENT,6000000,2500000.0,26,583000,a) LANCAR
926,SOPIR/PENGEMUDI,2500000.0,SAME,4300000,2500000.0,31,362000,a) LANCAR
927,PETANI,3500000.0,DIFFERENT,6300000,2500000.0,41,353000,a) LANCAR
928,PETERNAK,2500000.0,DIFFERENT,5000000,2500000.0,30,515000,a) LANCAR
929,PEDAGANG,3500000.0,DIFFERENT,6300000,1500000.0,53,454000,a) LANCAR
930,PEGAWAI SWASTA,2500000.0,DIFFERENT,7300000,2000000.0,27,411000,a) LANCAR
931,SOPIR/PENGEMUDI,2500000.0,DIFFERENT,5000000,,28,384000,a) LANCAR
932,BURUH/PRT,2500000.0,DIFFERENT,8500000,,22,308000,a) LANCAR
933,PETERNAK,3500000.0,DIFFERENT,15200000,2500000.0,53,507000,a) LANCAR
934,SOPIR/PENGEMUDI,2500000.0,SAME,10300000,1500000.0,51,308000,a) LANCAR
935,PEDAGANG,2500000.0,DIFFERENT,6200000,2500000.0,37,312000,a) LANCAR
936,PEDAGANG,3500000.0,DIFFERENT,13900000,2000000.0,34,613000,d) 31-60
937,PETANI,3500000.0,DIFFERENT,14000000,3500000.0,49,629000,a) LANCAR
938,LAIN-LAIN,2500000.0,SAME,5000000,1000000.0,36,362000,a) LANCAR
939,PETANI,2500000.0,DIFFERENT,8600000,2500000.0,49,353000,a) LANCAR
940,JASA,2500000.0,DIFFERENT,6900000,2500000.0,29,493000,a) LANCAR
941,PEDAGANG,2500000.0,DIFFERENT,7400000,1500000.0,38,520000,a) LANCAR
942,PEDAGANG,3500000.0,DIFFERENT,8200000,3000000.0,35,976000,a) LANCAR
943,PETANI,2500000.0,SAME,4500000,2500000.0,51,354000,a) LANCAR
944,PEGAWAI SWASTA,2500000.0,SAME,4500000,2500000.0,37,362000,a) LANCAR
945,PEDAGANG,2500000.0,DIFFERENT,7900000,,45,434000,a) LANCAR
946,GURU/PENDIDIKAN,2500000.0,SAME,11000000,3000000.0,37,475000,c) 1-30
947,PEDAGANG,2500000.0,DIFFERENT,5400000,2000000.0,36,335000,e) 61-90
948,BURUH/PRT,2500000.0,DIFFERENT,14200000,2500000.0,45,482000,a) LANCAR
949,PEDAGANG,2500000.0,DIFFERENT,5200000,2000000.0,34,308000,a) LANCAR
950,PEDAGANG,2500000.0,DIFFERENT,6900000,3500000.0,47,515000,a) LANCAR
951,BURUH/PRT,2500000.0,DIFFERENT,4500000,1500000.0,35,362000,a) LANCAR
952,APARATUR PEMERINTAH,4000000.0,SAME,8600000,1500000.0,54,613000,a) LANCAR
953,PETERNAK,2500000.0,DIFFERENT,4600000,2000000.0,31,308000,a) LANCAR
954,LAIN-LAIN,3500000.0,DIFFERENT,9000000,1000000.0,36,651000,a) LANCAR
955,PEDAGANG,2500000.0,SAME,4000000,1000000.0,40,308000,a) LANCAR
956,PETANI,3500000.0,DIFFERENT,10700000,2500000.0,33,411000,a) LANCAR
957,PETANI,3500000.0,DIFFERENT,7300000,150000.0,46,349000,a) LANCAR
958,PEGAWAI SWASTA,3500000.0,SAME,9000000,3500000.0,37,507000,a) LANCAR
959,JASA,3500000.0,DIFFERENT,13500000,3000000.0,26,502000,a) LANCAR
960,PENGRAJIN TANGAN,3500000.0,DIFFERENT,13500000,,22,533000,a) LANCAR
961,LAIN-LAIN,3500000.0,DIFFERENT,7400000,2000000.0,36,362000,a) LANCAR
962,PEDAGANG,3500000.0,DIFFERENT,11500000,2500000.0,39,475000,a) LANCAR
963,PEDAGANG,3500000.0,DIFFERENT,7700000,1500000.0,53,515000,a) LANCAR
964,PEDAGANG,3500000.0,DIFFERENT,11500000,2500000.0,46,533000,a) LANCAR
965,BURUH/PRT,2500000.0,DIFFERENT,5400000,1500000.0,50,335000,a) LANCAR
966,PEDAGANG,3500000.0,SAME,12500000,,26,533000,a) LANCAR
967,PETANI,3500000.0,DIFFERENT,10100000,2500000.0,43,999000,a) LANCAR
968,PEDAGANG,2500000.0,DIFFERENT,6800000,1500000.0,44,311000,c) 1-30
969,PENGRAJIN TANGAN,2500000.0,DIFFERENT,9000000,1500000.0,50,311000,a) LANCAR
970,PEDAGANG,3000000.0,DIFFERENT,8100000,1500000.0,47,353000,a) LANCAR
971,PETANI,2500000.0,SAME,5400000,2500000.0,51,343000,a) LANCAR
972,Wiraswasta,2000000.0,DIFFERENT,4500000,1500000.0,50,301000,a) LANCAR
973,JASA,4000000.0,DIFFERENT,6200000,1000000.0,43,354000,a) LANCAR
974,JASA,2500000.0,DIFFERENT,5300000,2000000.0,32,308000,a) LANCAR
975,PENGRAJIN TANGAN,3500000.0,SAME,9000000,,31,332000,a) LANCAR
976,JASA,5500000.0,DIFFERENT,8500000,,42,609000,c) 1-30
977,PEGAWAI SWASTA,3500000.0,DIFFERENT,13000000,2000000.0,41,533000,a) LANCAR
978,BURUH/PRT,3500000.0,DIFFERENT,13900000,1500000.0,38,411000,a) LANCAR
979,PEDAGANG,2500000.0,DIFFERENT,5900000,,24,362000,a) LANCAR
980,PEDAGANG,3500000.0,DIFFERENT,11500000,2500000.0,30,434000,c) 1-30
981,PENGRAJIN TANGAN,4000000.0,DIFFERENT,7900000,1500000.0,30,454000,d) 31-60
982,PEGAWAI SWASTA,3000000.0,DIFFERENT,6400000,1500000.0,42,520000,a) LANCAR
983,PEDAGANG,3500000.0,DIFFERENT,9000000,1500000.0,45,507000,a) LANCAR
984,GURU/PENDIDIKAN,3500000.0,DIFFERENT,19500000,2500000.0,29,411000,a) LANCAR
985,PEDAGANG,2500000.0,DIFFERENT,11500000,2500000.0,46,629000,c) 1-30
986,PEDAGANG,2500000.0,DIFFERENT,6700000,2500000.0,45,411000,d) 31-60
987,PENGRAJIN TANGAN,3500000.0,DIFFERENT,5800000,2000000.0,59,444000,a) LANCAR
988,JASA,4500000.0,SAME,15700000,4000000.0,45,835000,a) LANCAR
989,PEDAGANG,2500000.0,DIFFERENT,4600000,1500000.0,42,308000,a) LANCAR
990,PRODUKSI,3500000.0,DIFFERENT,9500000,1500000.0,49,507000,a) LANCAR
991,PEGAWAI SWASTA,2500000.0,DIFFERENT,10000000,3500000.0,29,441000,a) LANCAR
992,PETERNAK,2000000.0,DIFFERENT,11500000,1500000.0,34,507000,e) 61-90
993,PEDAGANG,3500000.0,SAME,11500000,1500000.0,44,788000,a) LANCAR
994,PEDAGANG,2500000.0,DIFFERENT,4600000,2500000.0,60,375000,c) 1-30
995,PEDAGANG,3500000.0,DIFFERENT,10000000,2500000.0,41,422000,a) LANCAR
996,PEDAGANG,2500000.0,DIFFERENT,4500000,,51,308000,a) LANCAR
997,PEDAGANG,4000000.0,DIFFERENT,13000000,,40,629000,a) LANCAR
998,PEGAWAI SWASTA,6500000.0,DIFFERENT,7800000,2500000.0,37,389000,a) LANCAR
999,SOPIR/PENGEMUDI,3500000.0,DIFFERENT,14000000,1500000.0,52,308000,a) LANCAR
1000,SOPIR/PENGEMUDI,3500000.0,DIFFERENT,9000000,2500000.0,34,411000,a) LANCAR
1001,PEGAWAI SWASTA,3500000.0,DIFFERENT,13800000,,52,466000,c) 1-30
1002,PEGAWAI SWASTA,2500000.0,DIFFERENT,9800000,,24,308000,d) 31-60
1003,PEDAGANG,3000000.0,DIFFERENT,5300000,500000.0,35,301000,a) LANCAR
1004,PEGAWAI SWASTA,3500000.0,DIFFERENT,9000000,2500000.0,30,466000,a) LANCAR
1005,PETANI,3500000.0,DIFFERENT,15700000,5000000.0,59,769000,e) 61-90
1006,PETANI,3000000.0,DIFFERENT,5400000,2000000.0,54,301000,a) LANCAR
1007,PEDAGANG,3500000.0,SAME,13300000,2500000.0,49,629000,a) LANCAR
1008,PEDAGANG,2500000.0,DIFFERENT,9000000,2500000.0,27,349000,a) LANCAR
1009,PEGAWAI NEGERI/BUMN,4500000.0,SAME,9000000,2500000.0,54,411000,a) LANCAR
1010,PEDAGANG,3500000.0,SAME,10100000,2500000.0,47,629000,a) LANCAR
1011,PETANI,2500000.0,DIFFERENT,4300000,2500000.0,52,308000,a) LANCAR
1012,PETANI,3500000.0,DIFFERENT,12100000,2000000.0,49,475000,a) LANCAR
1013,PRODUKSI,3500000.0,DIFFERENT,8600000,,32,466000,a) LANCAR
1014,PEDAGANG,3500000.0,DIFFERENT,8500000,2500000.0,33,349000,a) LANCAR
1015,PEDAGANG,2500000.0,DIFFERENT,5400000,2500000.0,25,335000,a) LANCAR
1016,PEDAGANG,3500000.0,SAME,5900000,1500000.0,34,362000,a) LANCAR
1017,PEDAGANG,3500000.0,SAME,16400000,3500000.0,58,629000,a) LANCAR
1018,PEDAGANG,2500000.0,DIFFERENT,5300000,2500000.0,26,335000,a) LANCAR
1019,JASA,3500000.0,DIFFERENT,8500000,2500000.0,42,466000,a) LANCAR
1020,PETERNAK,3500000.0,SAME,10500000,2500000.0,44,1069000,c) 1-30
1021,PEDAGANG,2500000.0,DIFFERENT,9700000,,36,466000,a) LANCAR
1022,PEGAWAI SWASTA,3500000.0,DIFFERENT,10000000,3500000.0,29,719000,c) 1-30
1023,PEDAGANG,5500000.0,SAME,10500000,3500000.0,38,629000,a) LANCAR
1024,PEDAGANG,3500000.0,DIFFERENT,6200000,1500000.0,35,452000,a) LANCAR
1025,PEDAGANG,2500000.0,DIFFERENT,4500000,,36,384000,c) 1-30
1026,PEDAGANG,3500000.0,DIFFERENT,6900000,2500000.0,35,515000,a) LANCAR
1027,JASA,2500000.0,DIFFERENT,8500000,,40,498000,a) LANCAR
1028,PETANI,3500000.0,DIFFERENT,7800000,1500000.0,45,335000,a) LANCAR
1029,PEDAGANG,3500000.0,DIFFERENT,4200000,2500000.0,55,308000,d) 31-60
1030,PETANI,3500000.0,DIFFERENT,3600000,2500000.0,50,308000,a) LANCAR
1031,LAIN-LAIN,2500000.0,DIFFERENT,8200000,1500000.0,59,422000,a) LANCAR
1032,PEDAGANG,2500000.0,DIFFERENT,3700000,2500000.0,48,308000,a) LANCAR
1033,PEDAGANG,2500000.0,DIFFERENT,3600000,2500000.0,58,308000,a) LANCAR
1034,PEDAGANG,3500000.0,DIFFERENT,7700000,,43,366000,c) 1-30
1035,PEGAWAI SWASTA,4000000.0,DIFFERENT,3600000,,28,520000,a) LANCAR
1036,JASA,3500000.0,DIFFERENT,10500000,1500000.0,36,308000,a) LANCAR
1037,SOPIR/PENGEMUDI,3500000.0,DIFFERENT,6800000,2500000.0,35,411000,a) LANCAR
1038,PETANI,3500000.0,DIFFERENT,3500000,2500000.0,52,308000,a) LANCAR
1039,LAIN-LAIN,5000000.0,DIFFERENT,4400000,,24,357000,a) LANCAR
1040,PETANI,1500000.0,DIFFERENT,7600000,1500000.0,43,560000,a) LANCAR
1041,PEGAWAI SWASTA,2500000.0,DIFFERENT,7500000,2500000.0,40,390000,a) LANCAR
1042,PRODUKSI,3500000.0,DIFFERENT,9800000,2500000.0,53,475000,a) LANCAR
1043,PETANI,3500000.0,DIFFERENT,8100000,2500000.0,52,454000,a) LANCAR
1044,PEGAWAI SWASTA,3500000.0,DIFFERENT,8600000,2500000.0,50,466000,a) LANCAR
1045,PEDAGANG,2500000.0,DIFFERENT,9900000,2500000.0,41,502000,a) LANCAR
1046,PEDAGANG,3500000.0,DIFFERENT,3800000,2500000.0,38,533000,a) LANCAR
1047,SOPIR/PENGEMUDI,2500000.0,SAME,4500000,700000.0,55,379000,a) LANCAR
1048,PEGAWAI SWASTA,3500000.0,DIFFERENT,6200000,2500000.0,44,714000,a) LANCAR
1049,PEGAWAI SWASTA,2500000.0,DIFFERENT,6200000,2500000.0,38,395000,a) LANCAR
1050,PETANI,3500000.0,DIFFERENT,5200000,1500000.0,58,308000,a) LANCAR
1051,PEGAWAI SWASTA,3500000.0,DIFFERENT,14400000,2500000.0,29,335000,a) LANCAR
1052,PEDAGANG,3500000.0,DIFFERENT,8500000,2500000.0,48,393000,a) LANCAR
1053,BURUH/PRT,3500000.0,DIFFERENT,6800000,,28,411000,a) LANCAR
1054,BURUH/PRT,3500000.0,DIFFERENT,3700000,2500000.0,40,330000,c) 1-30
1055,PEDAGANG,3500000.0,SAME,10000000,4000000.0,32,523000,a) LANCAR
1056,PEGAWAI SWASTA,3500000.0,DIFFERENT,8100000,3500000.0,32,393000,a) LANCAR
1057,BURUH/PRT,3500000.0,DIFFERENT,7500000,2500000.0,25,395000,a) LANCAR
1058,PEGAWAI SWASTA,6500000.0,DIFFERENT,4000000,3000000.0,29,327000,a) LANCAR
1059,BURUH/PRT,4000000.0,SAME,5300000,,53,362000,a) LANCAR
1060,PEDAGANG,4000000.0,DIFFERENT,16800000,,25,725000,a) LANCAR
1061,PEGAWAI NEGERI/BUMN,4500000.0,DIFFERENT,6600000,,31,809000,a) LANCAR
1062,SEWA/RENT,4500000.0,DIFFERENT,17300000,2500000.0,27,1106000,a) LANCAR
1063,PEDAGANG,4000000.0,DIFFERENT,15800000,2500000.0,26,393000,a) LANCAR
1064,LAIN-LAIN,4000000.0,SAME,5600000,,25,697000,a) LANCAR
1065,PEGAWAI SWASTA,4000000.0,DIFFERENT,5200000,2000000.0,39,395000,a) LANCAR
1066,PETANI,4000000.0,SAME,9800000,2500000.0,43,588000,a) LANCAR
1067,PEDAGANG,4000000.0,DIFFERENT,7300000,2500000.0,31,520000,a) LANCAR
1068,BURUH/PRT,4000000.0,SAME,9000000,2500000.0,49,475000,a) LANCAR
1069,PEDAGANG,4000000.0,DIFFERENT,9400000,2500000.0,33,844000,c) 1-30
1070,BURUH/PRT,4000000.0,DIFFERENT,4300000,2500000.0,39,308000,a) LANCAR
1071,PEDAGANG,4000000.0,DIFFERENT,7600000,,25,441000,a) LANCAR
1072,LAIN-LAIN,4000000.0,SAME,8800000,2000000.0,48,650000,a) LANCAR
1073,SOPIR/PENGEMUDI,4000000.0,DIFFERENT,11900000,,24,651000,a) LANCAR
1074,BURUH/PRT,4000000.0,DIFFERENT,6300000,,52,466000,a) LANCAR
1075,PEGAWAI SWASTA,4000000.0,DIFFERENT,9000000,,22,714000,a) LANCAR
1076,PEGAWAI SWASTA,4000000.0,DIFFERENT,8100000,2500000.0,37,393000,a) LANCAR
1077,PETANI,4000000.0,SAME,4000000,1500000.0,57,308000,a) LANCAR
1078,JASA,8000000.0,SAME,13200000,,42,1485000,a) LANCAR
1079,PEDAGANG,4000000.0,SAME,9800000,2500000.0,34,349000,a) LANCAR
1080,GURU/PENDIDIKAN,4000000.0,SAME,10500000,,25,1342000,a) LANCAR
1081,IBU RUMAH TANGGA,4000000.0,DIFFERENT,5600000,,32,515000,c) 1-30
1082,BURUH/PRT,4000000.0,DIFFERENT,8400000,1000000.0,24,353000,c) 1-30
1083,PETANI,4000000.0,DIFFERENT,8600000,2500000.0,40,475000,c) 1-30
1084,PEDAGANG,4000000.0,DIFFERENT,6900000,,54,507000,a) LANCAR
1085,BURUH/PRT,4000000.0,DIFFERENT,8900000,,39,393000,c) 1-30
1086,Wiraswasta,4000000.0,DIFFERENT,6600000,0.0,40,502000,a) LANCAR
1087,PEGAWAI SWASTA,4000000.0,DIFFERENT,11700000,2000000.0,34,636000,a) LANCAR
1088,LAIN-LAIN,4500000.0,SAME,12100000,2000000.0,54,667000,a) LANCAR
1089,BURUH/PRT,4000000.0,DIFFERENT,5600000,,41,549000,a) LANCAR
1090,PEDAGANG,4000000.0,DIFFERENT,3400000,2000000.0,39,308000,a) LANCAR
1091,BURUH/PRT,4000000.0,DIFFERENT,5500000,,32,401000,a) LANCAR
1092,PEGAWAI SWASTA,4000000.0,DIFFERENT,9000000,2500000.0,52,462000,a) LANCAR
1093,PEDAGANG,4000000.0,DIFFERENT,15300000,,28,645000,a) LANCAR
1094,PEDAGANG,4000000.0,DIFFERENT,6000000,,48,349000,a) LANCAR
1095,PEDAGANG,4000000.0,SAME,4300000,2000000.0,33,362000,a) LANCAR
1096,PEDAGANG,4000000.0,SAME,10700000,2500000.0,40,748000,a) LANCAR
1097,PEGAWAI SWASTA,4000000.0,DIFFERENT,8200000,,38,393000,a) LANCAR
1098,PEDAGANG,4000000.0,DIFFERENT,6500000,2000000.0,31,373000,a) LANCAR
1099,JASA,3000000.0,DIFFERENT,6800000,2500000.0,37,904000,a) LANCAR
1100,PEDAGANG,4000000.0,DIFFERENT,9400000,,47,636000,a) LANCAR
1101,PETANI,4000000.0,DIFFERENT,9000000,2000000.0,54,441000,a) LANCAR
1102,PETANI,4000000.0,DIFFERENT,7700000,,58,393000,a) LANCAR
1103,PEDAGANG,4000000.0,DIFFERENT,6700000,,35,312000,a) LANCAR
1104,PEDAGANG,4000000.0,DIFFERENT,4400000,,28,362000,a) LANCAR
1105,BURUH/PRT,4000000.0,DIFFERENT,13200000,,29,393000,a) LANCAR
1106,PEDAGANG,4000000.0,DIFFERENT,9200000,2500000.0,37,475000,a) LANCAR
1107,BURUH/PRT,4000000.0,DIFFERENT,4300000,2500000.0,36,362000,a) LANCAR
1108,PEDAGANG,4000000.0,DIFFERENT,8200000,2500000.0,26,1047000,a) LANCAR
1109,BURUH/PRT,4000000.0,DIFFERENT,9000000,,46,475000,a) LANCAR
1110,PETANI,4000000.0,DIFFERENT,3700000,2000000.0,42,301000,a) LANCAR
1111,GURU/PENDIDIKAN,3500000.0,DIFFERENT,6700000,,41,697000,a) LANCAR
1112,PEGAWAI SWASTA,2000000.0,SAME,17600000,,22,933000,e) 61-90
1113,PEDAGANG,4500000.0,DIFFERENT,7600000,1600000.0,23,904000,c) 1-30
1114,PEDAGANG,3500000.0,DIFFERENT,4300000,2500000.0,41,362000,a) LANCAR
1115,BURUH/PRT,4000000.0,DIFFERENT,7200000,,40,353000,a) LANCAR
1116,PEDAGANG,4000000.0,DIFFERENT,12700000,,39,312000,a) LANCAR
1117,SOPIR/PENGEMUDI,4000000.0,DIFFERENT,8600000,,31,629000,c) 1-30
1118,PEDAGANG,4000000.0,DIFFERENT,5600000,1500000.0,26,515000,c) 1-30
1119,SOPIR/PENGEMUDI,4000000.0,DIFFERENT,13700000,,46,645000,a) LANCAR
1120,JASA,6500000.0,DIFFERENT,9800000,1500000.0,43,533000,a) LANCAR
1121,PEDAGANG,4000000.0,DIFFERENT,10200000,,29,564000,c) 1-30
1122,PETANI,4000000.0,DIFFERENT,4200000,2000000.0,38,341000,a) LANCAR
1123,PETANI,4000000.0,SAME,14300000,2000000.0,39,645000,a) LANCAR
1124,LAIN-LAIN,4000000.0,DIFFERENT,5200000,2000000.0,24,401000,a) LANCAR
1125,PETANI,2500000.0,DIFFERENT,5900000,2500000.0,31,454000,a) LANCAR
1126,BURUH/PRT,4000000.0,DIFFERENT,4400000,2000000.0,30,362000,a) LANCAR
1127,PEDAGANG,4000000.0,DIFFERENT,7700000,,32,434000,a) LANCAR
1128,PEDAGANG,4000000.0,DIFFERENT,9000000,2000000.0,44,475000,a) LANCAR
1129,PEGAWAI SWASTA,4000000.0,SAME,11800000,1500000.0,33,540000,a) LANCAR
1130,LAIN-LAIN,3500000.0,SAME,6100000,1500000.0,50,312000,a) LANCAR
1131,JASA,3000000.0,DIFFERENT,18900000,1500000.0,25,845000,a) LANCAR
1132,LAIN-LAIN,4000000.0,DIFFERENT,9000000,,45,393000,a) LANCAR
1133,LAIN-LAIN,3000000.0,DIFFERENT,9000000,1500000.0,30,560000,c) 1-30
1134,PEDAGANG,4000000.0,DIFFERENT,13900000,2000000.0,41,693000,a) LANCAR
1135,LAIN-LAIN,4000000.0,DIFFERENT,6500000,2000000.0,43,323000,a) LANCAR
1136,JASA,4000000.0,DIFFERENT,8100000,2000000.0,47,411000,a) LANCAR
1137,LAIN-LAIN,3500000.0,DIFFERENT,11000000,,52,629000,a) LANCAR
1138,LAIN-LAIN,3500000.0,SAME,11500000,,44,629000,a) LANCAR
1139,KESEHATAN,4000000.0,DIFFERENT,7800000,,45,481000,a) LANCAR
1140,PEDAGANG,5000000.0,DIFFERENT,6700000,1000000.0,29,439000,a) LANCAR
1141,LAIN-LAIN,4000000.0,DIFFERENT,11200000,1500000.0,53,693000,a) LANCAR
1142,LAIN-LAIN,3500000.0,SAME,10000000,,45,354000,c) 1-30
1143,BURUH/PRT,5500000.0,DIFFERENT,3800000,1000000.0,49,308000,a) LANCAR
1144,BURUH/PRT,4000000.0,DIFFERENT,8200000,2000000.0,36,393000,a) LANCAR
1145,JASA,3000000.0,DIFFERENT,4700000,1000000.0,49,301000,a) LANCAR
1146,LAIN-LAIN,3500000.0,SAME,7400000,1500000.0,40,343000,e) 61-90
1147,LAIN-LAIN,3500000.0,DIFFERENT,5300000,,47,332000,a) LANCAR
1148,LAIN-LAIN,3000000.0,DIFFERENT,10000000,2500000.0,51,520000,a) LANCAR
1149,LAIN-LAIN,3500000.0,DIFFERENT,5700000,,40,354000,a) LANCAR
1150,LAIN-LAIN,3500000.0,SAME,5700000,,42,354000,a) LANCAR
1151,LAIN-LAIN,3500000.0,SAME,6000000,2000000.0,37,697000,a) LANCAR
1152,LAIN-LAIN,3500000.0,SAME,10200000,,25,520000,a) LANCAR
1153,LAIN-LAIN,4000000.0,SAME,12400000,1500000.0,33,629000,a) LANCAR
1154,LAIN-LAIN,3500000.0,SAME,5300000,,49,656000,a) LANCAR
1155,PEDAGANG,3000000.0,DIFFERENT,5400000,,52,352000,e) 61-90
1156,JASA,3500000.0,DIFFERENT,10500000,,23,904000,a) LANCAR
1157,PEDAGANG,3500000.0,DIFFERENT,4700000,1500000.0,40,308000,a) LANCAR
1158,JASA,4500000.0,DIFFERENT,14000000,,43,564000,c) 1-30
1159,PETANI,4000000.0,DIFFERENT,11500000,1000000.0,47,462000,c) 1-30
1160,PEGAWAI SWASTA,3500000.0,DIFFERENT,4600000,,29,384000,c) 1-30
1161,LAIN-LAIN,5000000.0,DIFFERENT,9500000,1500000.0,48,540000,c) 1-30
1162,PEDAGANG,3500000.0,DIFFERENT,9000000,1500000.0,38,308000,a) LANCAR
1163,PETANI,4000000.0,DIFFERENT,12500000,1500000.0,56,613000,a) LANCAR
1164,PEDAGANG,4000000.0,DIFFERENT,9500000,,44,507000,a) LANCAR
1165,LAIN-LAIN,4000000.0,DIFFERENT,9000000,,26,883000,e) 61-90
1166,PEDAGANG,3000000.0,DIFFERENT,10500000,1500000.0,23,349000,a) LANCAR
1167,PEDAGANG,4000000.0,DIFFERENT,8900000,,25,353000,a) LANCAR
1168,PEDAGANG,4000000.0,DIFFERENT,9800000,,44,520000,a) LANCAR
1169,PETANI,4000000.0,SAME,5800000,1500000.0,41,406000,a) LANCAR
1170,JASA,4000000.0,DIFFERENT,15100000,1500000.0,39,349000,a) LANCAR
1171,PETANI,4000000.0,DIFFERENT,18000000,,25,1205000,a) LANCAR
1172,JASA,4000000.0,DIFFERENT,4700000,,29,308000,a) LANCAR
1173,PEGAWAI SWASTA,3500000.0,DIFFERENT,10200000,,27,308000,a) LANCAR
1174,PEDAGANG,4000000.0,DIFFERENT,12700000,,28,520000,a) LANCAR
1175,PETERNAK,4000000.0,DIFFERENT,7900000,,30,744000,a) LANCAR
1176,BURUH/PRT,4000000.0,DIFFERENT,4700000,,50,533000,a) LANCAR
1177,LAIN-LAIN,4000000.0,DIFFERENT,9500000,2000000.0,39,635000,a) LANCAR
1178,PEDAGANG,4000000.0,DIFFERENT,11200000,1500000.0,27,629000,a) LANCAR
1179,PETERNAK,4000000.0,DIFFERENT,10500000,,41,520000,c) 1-30
1180,PEDAGANG,4000000.0,DIFFERENT,6400000,,41,385000,c) 1-30
1181,SOPIR/PENGEMUDI,4000000.0,DIFFERENT,8200000,,40,466000,a) LANCAR
1182,PEGAWAI SWASTA,4000000.0,DIFFERENT,9000000,1000000.0,31,301000,a) LANCAR
1183,JASA,4000000.0,DIFFERENT,13500000,,46,564000,a) LANCAR
1184,PEDAGANG,4000000.0,SAME,8500000,,40,411000,a) LANCAR
1185,JASA,4000000.0,DIFFERENT,29000000,1500000.0,50,656000,a) LANCAR
1186,JASA,4000000.0,DIFFERENT,19000000,1500000.0,42,636000,a) LANCAR
1187,PETANI,4000000.0,DIFFERENT,17500000,,50,629000,a) LANCAR
1188,PEDAGANG,4000000.0,DIFFERENT,9000000,,45,393000,f) >90
1189,PEDAGANG,4000000.0,DIFFERENT,12000000,,26,613000,a) LANCAR
1190,PEGAWAI SWASTA,4000000.0,DIFFERENT,5900000,2000000.0,36,362000,a) LANCAR
1191,PETANI,4000000.0,DIFFERENT,9500000,2000000.0,27,583000,a) LANCAR
1192,PEDAGANG,4000000.0,DIFFERENT,12000000,1000000.0,30,475000,a) LANCAR
1193,BURUH/PRT,4000000.0,DIFFERENT,4500000,,24,308000,a) LANCAR
1194,PETERNAK,4000000.0,DIFFERENT,14200000,2000000.0,49,482000,a) LANCAR
1195,PEDAGANG,4000000.0,DIFFERENT,9800000,2000000.0,45,393000,a) LANCAR
1196,PEDAGANG,4000000.0,DIFFERENT,12000000,,42,475000,c) 1-30
1197,PEDAGANG,2500000.0,DIFFERENT,12000000,3000000.0,44,475000,c) 1-30
1198,PETANI,4000000.0,DIFFERENT,5000000,,58,335000,c) 1-30
1199,PEDAGANG,4000000.0,DIFFERENT,8000000,,27,362000,c) 1-30
1200,PETANI,3000000.0,SAME,9500000,1000000.0,49,301000,a) LANCAR
1201,APARATUR PEMERINTAH,4000000.0,DIFFERENT,8500000,,29,466000,d) 31-60
1202,PEGAWAI SWASTA,40000000.0,DIFFERENT,4600000,,22,308000,a) LANCAR
1203,PETERNAK,4000000.0,DIFFERENT,9500000,1500000.0,54,393000,a) LANCAR
1204,PEGAWAI SWASTA,4000000.0,DIFFERENT,6300000,,28,362000,a) LANCAR
1205,PEDAGANG,4000000.0,DIFFERENT,11500000,,37,634000,c) 1-30
1206,PEDAGANG,4000000.0,DIFFERENT,9500000,2000000.0,33,441000,a) LANCAR
1207,PEGAWAI SWASTA,4000000.0,DIFFERENT,9000000,2000000.0,24,411000,a) LANCAR
1208,PEGAWAI SWASTA,4000000.0,DIFFERENT,4800000,,30,308000,a) LANCAR
1209,PEGAWAI SWASTA,4000000.0,SAME,13500000,2000000.0,34,564000,a) LANCAR
1210,LAIN-LAIN,4000000.0,SAME,13500000,,44,883000,e) 61-90
1211,PEGAWAI SWASTA,4000000.0,DIFFERENT,8600000,,43,312000,a) LANCAR
